,address,effective_rent
3192,"958 Village Trail, Port Orange, FL 32127",1357
3193,"959 Prudential Dr, Jacksonville, FL 32207",1774
3194,"9601 Bay Harbor Cir, Fort Myers, FL 33919",1881
3195,"9601 SW 142nd Ave, Miami, FL 33186",1844
3196,"961 SW 7th St, Miami, FL 33130",2070
3197,"9611 Kona Village Dr, Riverview, FL 33578",2146
3198,"9611 Southbrook Dr, Jacksonville, FL 32256",1301
3199,"962 Bentstation Ln, Lake Mary, FL 32746",2119
3200,"9639 SW 24th St, Miami, FL 33165",1458
3201,"965 Candlelight Blvd, Brooksville, FL 34601",1126
3202,"965 Manor Dr, Palm Springs, FL 33461",1393
3203,"966 Douglas Ave, Dunedin, FL 34698",2418
3204,"9700 Panama City Beach Pkwy, Panama City Beach, FL 32407",1787
3205,"9702 Gableview Dr, Port Richey, FL 34668",1640
3206,"9702 Universal Blvd, Orlando, FL 32819",2038
3207,"9703 Avellino Ave, Orlando, FL 32819",1966
3208,"9707 Mia Cir, Orlando, FL 32819",2196
3209,"9707 Tranquility Lake Cir, Riverview, FL 33578",1917
3210,"9711 Magnolia View Ct, Riverview, FL 33578",1946
3211,"9712 Bosque Creek Cir, Tampa, FL 33619",1827
3212,"9727 Touchton Rd, Jacksonville, FL 32246",1670
3213,"9730 NW 24th Ln, Gainesville, FL 32606",1956
3214,"9733 NW 7th Cir, Plantation, FL 33324",2335
3215,"9734 Tapestry Park Circle, Jacksonville, FL 32246",1719
3216,"9760 Peppertree Ter, Wildwood, FL 34785",1620
3217,"9761 SW 152nd St, Miami, FL 33157",2312
3218,"98 Paddock Club Dr, Panama City Beach, FL 32407",1781
3219,"9800 Sanctuary Approach Rd, Orlando, FL 32832",1968
3220,"9800 Touchton Rd, Jacksonville, FL 32246",1700
3221,"9803 Creekfront Rd, Jacksonville, FL 32256",1589
3222,"9817 Arbor Oaks Ln, Boca Raton, FL 33428",2423
3223,"9825 Gate Pkwy N, Jacksonville, FL 32246",1802
3224,"9835 Namaste Loop, Orlando, FL 32836",2277
3225,"9849 Crosshill Blvd, Jacksonville, FL 32222",1719
3226,"9851 6 Mile Cypress Parkway, Fort Myers, FL 33966",2515
3227,"9855 Herons Nest Ct, Lake Worth, FL 33467",2153
3228,"9855 Regency Square Blvd, Jacksonville, FL 32225",1519
3229,"9856 SW 88th St, Miami, FL 33176",1694
3230,"9860 SW 3rd St, Boca Raton, FL 33428",2714
3231,"987 SW 37th Ave, Miami, FL 33135",3032
3232,"9873 Lawrence Rd, Boynton Beach, FL 33436",2237
3233,"9885 N Loop Rd, Pensacola, FL 32507",1879
3234,"989 Monument Rd, Jacksonville, FL 32225",1582
3235,"9890 N Loop Rd, Pensacola, FL 32507",1555
3236,"9896 Grand Verde Way, Boca Raton, FL 33428",3392
3237,"990 English Town Ln, Winter Springs, FL 32708",1879
3238,"990 Warehouse Rd, Orlando, FL 32803",2152
3239,"9900 Sheridan St, Pembroke Pines, FL 33024",2299
3240,"9902 Brompton Dr, Tampa, FL 33626",2132
3241,"9905 S US Highway, Port St Lucie, FL 34952",2029
3242,"9905 Windsor Club Dr, Riverview, FL 33578",1828
3243,"9907 Cali Ln, Pensacola, FL 32526",2149
3244,"993 Spring Cir, Deerfield Beach, FL 33441",1852
3245,"9931 W Flagler St, Miami, FL 33174",2764
3246,"9932 Grande Lakes Blvd, Orlando, FL 32837",2298
3247,"9940 Estero Oaks Dr, Fort Myers, FL 33967",2551
3248,"995 Denton Blvd NW, Fort Walton Beach, FL 32547",1500
3249,"9950 Elan Cir, Orlando, FL 32836",2276
3250,"9960 Jonas Salk Dr, Riverview, FL 33578",1983
3251,"9975 University Pkwy, Pensacola, FL 32514",1024
3252,"Battle Mountain Rd, Tallahassee, FL 32301",1267
3253,"Portland Avenue, Tallahassee, FL 32303",800
